epoch,step,trainArgmaxJI_epoch,trainArgmaxJI_step,train_loss_epoch,train_loss_step,valArgmaxJI_epoch,valArgmaxJI_step,val_loss_epoch,val_loss_step
11,299,0.481387734413147,,0.3613508641719818,,,,,
,60,,,,,,0.4339904487133026,,0.4383215308189392
,61,,,,,,0.43019914627075195,,0.4243737459182739
,62,,,,,,0.42216765880584717,,0.44910919666290283
,63,,,,,,0.4323968291282654,,0.41711631417274475
,64,,,,,,0.4021680951118469,,0.48046571016311646
12,324,,,,,0.42446035146713257,,0.4418773055076599,
12,324,0.5053741335868835,,0.3602984547615051,,,,,
13,349,,0.4784635305404663,,0.36309897899627686,,,,
,65,,,,,,0.48643121123313904,,0.37218496203422546
,66,,,,,,0.486867219209671,,0.3434431552886963
,67,,,,,,0.4786440134048462,,0.3826729357242584
,68,,,,,,0.4884759187698364,,0.3481369614601135
,69,,,,,,0.4590284824371338,,0.4218684136867523
13,349,,,,,0.48000839352607727,,0.3736613094806671,
13,349,0.46193310618400574,,0.38269293308258057,,,,,
,70,,,,,,0.5017403364181519,,0.3603363037109375
,71,,,,,,0.4897621273994446,,0.34583625197410583
,72,,,,,,0.5028635859489441,,0.3750593066215515
,73,,,,,,0.5128382444381714,,0.3368009328842163
,74,,,,,,0.4713728427886963,,0.41437670588493347
14,374,,,,,0.4962365925312042,,0.3664819002151489,
14,374,0.4912632703781128,,0.355895459651947,,,,,
15,399,,0.5467299222946167,,0.35605311393737793,,,,
,75,,,,,,0.5974090099334717,,0.31910452246665955
,76,,,,,,0.5690813064575195,,0.30987611413002014
,77,,,,,,0.5858336687088013,,0.34093183279037476
,78,,,,,,0.5808534026145935,,0.3146907091140747
,79,,,,,,0.5442827939987183,,0.3651365339756012
15,399,,,,,0.576216459274292,,0.32994791865348816,
15,399,0.5316551327705383,,0.3423515260219574,,,,,
,80,,,,,,0.5554690361022949,,0.32875365018844604
,81,,,,,,0.544120192527771,,0.31767117977142334
,82,,,,,,0.5522830486297607,,0.34711503982543945
,83,,,,,,0.565643310546875,,0.3175773322582245
,84,,,,,,0.5063485503196716,,0.378572553396225
16,424,,,,,0.5440571308135986,,0.33793795108795166,
16,424,0.5392894744873047,,0.34377533197402954,,,,,
17,449,,0.58978271484375,,0.31472060084342957,,,,
,85,,,,,,0.609497606754303,,0.3270452618598938
,86,,,,,,0.5668367147445679,,0.3333830237388611
,87,,,,,,0.5901299715042114,,0.3417452871799469
,88,,,,,,0.5979757308959961,,0.32191821932792664
,89,,,,,,0.5525673627853394,,0.37683558464050293
17,449,,,,,0.5845069289207458,,0.3401854634284973,
17,449,0.5787888765335083,,0.32794857025146484,,,,,
,90,,,,,,0.6533596515655518,,0.2892579436302185
,91,,,,,,0.6150544285774231,,0.28746920824050903
,92,,,,,,0.6352724432945251,,0.30597466230392456
,93,,,,,,0.6430014371871948,,0.2835620641708374
,94,,,,,,0.5871177911758423,,0.3381234407424927
18,474,,,,,0.6267373561859131,,0.3008774518966675,
18,474,0.6133625507354736,,0.30562323331832886,,,,,
19,499,,0.6304316520690918,,0.27627915143966675,,,,
,95,,,,,,0.71247398853302,,0.2552250623703003
,96,,,,,,0.653580904006958,,0.2658918499946594
,97,,,,,,0.6575537919998169,,0.2970484495162964
,98,,,,,,0.664084792137146,,0.2687431871891022
,99,,,,,,0.6363672614097595,,0.3089604675769806
19,499,,,,,0.6659426689147949,,0.2791737914085388,
19,499,0.6396750211715698,,0.28912895917892456,,,,,
,100,,,,,,0.5453492403030396,,0.3111408054828644
,101,,,,,,0.5415171384811401,,0.2882566452026367
,102,,,,,,0.5680419206619263,,0.31953203678131104
,103,,,,,,0.571182131767273,,0.2851080298423767
,104,,,,,,0.4968324303627014,,0.36068984866142273
20,524,,,,,0.5429850220680237,,0.3129454553127289,
20,524,0.6491059064865112,,0.27923718094825745,,,,,
21,549,,0.6546566486358643,,0.26763907074928284,,,,
,105,,,,,,0.7254069447517395,,0.24086454510688782
,106,,,,,,0.6780720949172974,,0.2504045367240906
,107,,,,,,0.6786767244338989,,0.2791743278503418
,108,,,,,,0.6859087347984314,,0.252115398645401
,109,,,,,,0.647040605545044,,0.2880389094352722
21,549,,,,,0.6834543943405151,,0.2621195316314697,
21,549,0.6562361121177673,,0.2779410481452942,,,,,
,110,,,,,,0.7245135307312012,,0.23709724843502045
,111,,,,,,0.6788378953933716,,0.24581924080848694
,112,,,,,,0.6883361339569092,,0.26681041717529297
,113,,,,,,0.7000938057899475,,0.24195680022239685
,114,,,,,,0.6671251058578491,,0.2756465673446655
22,574,,,,,0.6927194595336914,,0.25346606969833374,
22,574,0.6738591194152832,,0.2630494236946106,,,,,
23,599,,0.6959565877914429,,0.24192729592323303,,,,
,115,,,,,,0.7239691019058228,,0.23838822543621063
,116,,,,,,0.6779956817626953,,0.24519123136997223
,117,,,,,,0.7018371820449829,,0.25789928436279297
,118,,,,,,0.7116652727127075,,0.23747290670871735
,119,,,,,,0.6873000264167786,,0.26361387968063354
23,599,,,,,0.7020860910415649,,0.2485131025314331,
23,599,0.6673259735107422,,0.2648838460445404,,,,,
,120,,,,,,0.7587977647781372,,0.21374785900115967
,121,,,,,,0.7087485790252686,,0.22446346282958984
,122,,,,,,0.7204047441482544,,0.24543271958827972
,123,,,,,,0.7286262512207031,,0.22053714096546173
,124,,,,,,0.6998621225357056,,0.2490563690662384
24,624,,,,,0.7244355082511902,,0.2306475192308426,
24,624,0.7029649019241333,,0.24086545407772064,,,,,
25,649,,0.6361569166183472,,0.2260870635509491,,,,
,125,,,,,,0.6932581663131714,,0.23894017934799194
,126,,,,,,0.6843357086181641,,0.23887281119823456
,127,,,,,,0.7045823335647583,,0.25116145610809326
,128,,,,,,0.7125187516212463,,0.23088088631629944
,129,,,,,,0.65880286693573,,0.26833054423332214
25,649,,,,,0.6897281408309937,,0.2456371784210205,
25,649,0.704809308052063,,0.2337518185377121,,,,,
,130,,,,,,0.7652519941329956,,0.21546649932861328
,131,,,,,,0.721447229385376,,0.2183467447757721
,132,,,,,,0.7350330352783203,,0.2416200190782547
,133,,,,,,0.7309585809707642,,0.22648662328720093
,134,,,,,,0.6958463191986084,,0.25819358229637146
26,674,,,,,0.7297742366790771,,0.23202268779277802,
26,674,0.7230969667434692,,0.22484730184078217,,,,,
27,699,,0.7523016929626465,,0.1806992143392563,,,,
,135,,,,,,0.7862321138381958,,0.18668152391910553
,136,,,,,,0.736833393573761,,0.19524243474006653
,137,,,,,,0.7513362765312195,,0.21594718098640442
,138,,,,,,0.7483121156692505,,0.19614145159721375
,139,,,,,,0.7220101356506348,,0.2257075309753418
27,699,,,,,0.7498645186424255,,0.20394404232501984,
27,699,0.7334632873535156,,0.2165139764547348,,,,,
,140,,,,,,0.7904422283172607,,0.1794285923242569
,141,,,,,,0.7549668550491333,,0.18299581110477448
,142,,,,,,0.759717583656311,,0.20595073699951172
,143,,,,,,0.7642430067062378,,0.1852841079235077
,144,,,,,,0.7144947052001953,,0.22921359539031982
28,724,,,,,0.7561103105545044,,0.19657456874847412,
28,724,0.7607061862945557,,0.19433149695396423,,,,,
29,749,,0.7789748907089233,,0.19050760567188263,,,,
,145,,,,,,0.7925707101821899,,0.17783811688423157
,146,,,,,,0.7582448124885559,,0.18529760837554932
,147,,,,,,0.7754638195037842,,0.19712631404399872
,148,,,,,,0.7610626220703125,,0.1880764663219452
,149,,,,,,0.757807731628418,,0.2048645317554474
29,749,,,,,0.7703672647476196,,0.19064059853553772,
29,749,0.745313286781311,,0.20094993710517883,,,,,
,150,,,,,,0.7753015756607056,,0.18317002058029175
,151,,,,,,0.766802191734314,,0.18121233582496643
,152,,,,,,0.7603977918624878,,0.20543746650218964
,153,,,,,,0.7707678079605103,,0.1787395477294922
,154,,,,,,0.7113720178604126,,0.226762592792511
30,774,,,,,0.7549760341644287,,0.19506439566612244,
30,774,0.7677178382873535,,0.18715320527553558,,,,,
31,799,,0.765545129776001,,0.1853269636631012,,,,
,155,,,,,,0.7957934737205505,,0.18543460965156555
,156,,,,,,0.7672150135040283,,0.18553823232650757
,157,,,,,,0.7745503187179565,,0.20801161229610443
,158,,,,,,0.7705726623535156,,0.19434259831905365
,159,,,,,,0.7724288702011108,,0.20267796516418457
31,799,,,,,0.777559757232666,,0.19520100951194763,
31,799,0.7487486600875854,,0.2018515169620514,,,,,
,160,,,,,,0.8250807523727417,,0.1545310765504837
,161,,,,,,0.7921900749206543,,0.16401886940002441
,162,,,,,,0.804500937461853,,0.1750270128250122
,163,,,,,,0.7967007756233215,,0.16256146132946014
,164,,,,,,0.7807927131652832,,0.18698357045650482
32,824,,,,,0.8005726337432861,,0.1686244010925293,
32,824,0.7707781791687012,,0.18616831302642822,,,,,
33,849,,0.762764573097229,,0.18247026205062866,,,,
,165,,,,,,0.8233410120010376,,0.1518971025943756
,166,,,,,,0.7743915319442749,,0.1693306565284729
,167,,,,,,0.7808444499969482,,0.18501737713813782
,168,,,,,,0.7884547710418701,,0.16404467821121216
,169,,,,,,0.7627707719802856,,0.1915888637304306
33,849,,,,,0.787007212638855,,0.17237573862075806,
33,849,0.7854187488555908,,0.17324677109718323,,,,,
,170,,,,,,0.8294223546981812,,0.14803063869476318
,171,,,,,,0.8012902736663818,,0.15362966060638428
,172,,,,,,0.8099493980407715,,0.1675715297460556
,173,,,,,,0.8052340149879456,,0.15620572865009308
,174,,,,,,0.7762622833251953,,0.18862128257751465
34,874,,,,,0.8042879104614258,,0.1628117710351944,
34,874,0.7984416484832764,,0.16425514221191406,,,,,
35,899,,0.775492787361145,,0.1739373505115509,,,,
,175,,,,,,0.8188228607177734,,0.1555105447769165
,176,,,,,,0.7652238607406616,,0.172310009598732
,177,,,,,,0.784306526184082,,0.18034425377845764
,178,,,,,,0.7720456123352051,,0.17181748151779175
,179,,,,,,0.7620633840560913,,0.19467377662658691
35,899,,,,,0.7816071510314941,,0.17493119835853577,
35,899,0.8023014068603516,,0.15873125195503235,,,,,
,180,,,,,,0.8379718065261841,,0.14209192991256714
,181,,,,,,0.8092824220657349,,0.14489516615867615
,182,,,,,,0.8232372403144836,,0.15633687376976013
,183,,,,,,0.8199529647827148,,0.14787892997264862
,184,,,,,,0.8114677667617798,,0.16182711720466614
36,924,,,,,0.8212143182754517,,0.15060600638389587,
36,924,0.8083275556564331,,0.15612950921058655,,,,,
37,949,,0.8097838759422302,,0.15667982399463654,,,,
,185,,,,,,0.8477881550788879,,0.13493835926055908
,186,,,,,,0.8241854906082153,,0.13989372551441193
,187,,,,,,0.8412646055221558,,0.14637215435504913
,188,,,,,,0.8251034021377563,,0.14265219867229462
,189,,,,,,0.8178608417510986,,0.15722882747650146
37,949,,,,,0.8318407535552979,,0.14421704411506653,
37,949,0.8255383968353271,,0.1456470787525177,,,,,
,190,,,,,,0.8296831846237183,,0.13959437608718872
,191,,,,,,0.8090390563011169,,0.13965608179569244
,192,,,,,,0.8088009357452393,,0.15668785572052002
,193,,,,,,0.8219561576843262,,0.1387750655412674
,194,,,,,,0.7793447971343994,,0.189608633518219
38,974,,,,,0.8089250326156616,,0.15286439657211304,
38,974,0.8288005590438843,,0.14099851250648499,,,,,
39,999,,0.7893617153167725,,0.15069198608398438,,,,
,195,,,,,,0.8549627065658569,,0.1306164413690567
,196,,,,,,0.8214857578277588,,0.1394970417022705
,197,,,,,,0.8327122330665588,,0.15076972544193268
,198,,,,,,0.8286666870117188,,0.14048177003860474
,199,,,,,,0.8165407776832581,,0.15227273106575012
39,999,,,,,0.8315779566764832,,0.1427275389432907,
39,999,0.8231272101402283,,0.1436869204044342,,,,,
,200,,,,,,0.8561465740203857,,0.12810426950454712
,201,,,,,,0.8331223726272583,,0.13198649883270264
,202,,,,,,0.8395735025405884,,0.14370831847190857
,203,,,,,,0.8366590738296509,,0.13382560014724731
,204,,,,,,0.8298539519309998,,0.1477471888065338
40,1024,,,,,0.839721143245697,,0.13707438111305237,
40,1024,0.8328439593315125,,0.13722096383571625,,,,,
41,1049,,0.8267271518707275,,0.1419699639081955,,,,
,205,,,,,,0.8340874910354614,,0.13858562707901
,206,,,,,,0.835371732711792,,0.13198962807655334
,207,,,,,,0.8219889402389526,,0.15398000180721283
,208,,,,,,0.8366247415542603,,0.134343221783638
,209,,,,,,0.8050247430801392,,0.1623724400997162
41,1049,,,,,0.8255586624145508,,0.1442541778087616,
41,1049,0.8392244577407837,,0.13201524317264557,,,,,
,210,,,,,,0.8629151582717896,,0.12481161206960678
,211,,,,,,0.8402656316757202,,0.12789390981197357
,212,,,,,,0.8532304763793945,,0.1360795497894287
,213,,,,,,0.8417725563049316,,0.1313704252243042
,214,,,,,,0.8341728448867798,,0.14418596029281616
42,1074,,,,,0.8470048904418945,,0.13286828994750977,
42,1074,0.8350508213043213,,0.13521678745746613,,,,,
43,1099,,0.8375660181045532,,0.14020270109176636,,,,
,215,,,,,,0.840417742729187,,0.13427351415157318
,216,,,,,,0.8245849609375,,0.1362021416425705
,217,,,,,,0.8495937585830688,,0.13668973743915558
,218,,,,,,0.8192625641822815,,0.14054124057292938
,219,,,,,,0.8233040571212769,,0.14726102352142334
43,1099,,,,,0.8320906162261963,,0.1389935314655304,
43,1099,0.8467159271240234,,0.12814578413963318,,,,,
,220,,,,,,0.8645745515823364,,0.12148469686508179
,221,,,,,,0.8489854335784912,,0.12168318033218384
,222,,,,,,0.8442364931106567,,0.13690078258514404
,223,,,,,,0.846916675567627,,0.12706248462200165
,224,,,,,,0.8429343700408936,,0.1387099027633667
44,1124,,,,,0.8500083684921265,,0.12916821241378784,
44,1124,0.8444135785102844,,0.128323495388031,,,,,
45,1149,,0.8546515703201294,,0.11273718625307083,,,,
,225,,,,,,0.8564212322235107,,0.12275195121765137
,226,,,,,,0.8410683870315552,,0.12097033858299255
,227,,,,,,0.8387552499771118,,0.1359446942806244
,228,,,,,,0.8492317199707031,,0.12250256538391113
,229,,,,,,0.8472422361373901,,0.13164487481117249
45,1149,,,,,0.8472294807434082,,0.12676289677619934,
45,1149,0.8539924621582031,,0.1219477728009224,,,,,
,230,,,,,,0.8633469343185425,,0.12094671279191971
,231,,,,,,0.8424782752990723,,0.12466857582330704
,232,,,,,,0.840789794921875,,0.13812708854675293
,233,,,,,,0.8406935930252075,,0.12877768278121948
,234,,,,,,0.8377403020858765,,0.14169874787330627
46,1174,,,,,0.8456635475158691,,0.13084375858306885,
46,1174,0.8325811624526978,,0.13513675332069397,,,,,
47,1199,,0.8257485628128052,,0.1328928917646408,,,,
,235,,,,,,0.873668372631073,,0.11263911426067352
,236,,,,,,0.8499456644058228,,0.11811517179012299
,237,,,,,,0.863737940788269,,0.12535399198532104
,238,,,,,,0.8575483560562134,,0.11889119446277618
,239,,,,,,0.8449202179908752,,0.13294737040996552
47,1199,,,,,0.8584794998168945,,0.12158937752246857,
47,1199,0.8515809774398804,,0.12520061433315277,,,,,
,240,,,,,,0.8770140409469604,,0.11038653552532196
,241,,,,,,0.8517371416091919,,0.11658534407615662
,242,,,,,,0.8552092909812927,,0.12797823548316956
,243,,,,,,0.8541768789291382,,0.1200360655784607
,244,,,,,,0.8515791893005371,,0.12999211251735687
48,1224,,,,,0.8588449954986572,,0.1209956631064415,
48,1224,0.8576749563217163,,0.11852636188268661,,,,,
49,1249,,0.8795437812805176,,0.1073954850435257,,,,
,245,,,,,,0.878682017326355,,0.10958117991685867
,246,,,,,,0.8572128415107727,,0.11418580263853073
,247,,,,,,0.8596477508544922,,0.1232767254114151
,248,,,,,,0.8592472076416016,,0.11524225771427155
,249,,,,,,0.8547161817550659,,0.126578688621521
49,1249,,,,,0.8625913858413696,,0.11777292191982269,
49,1249,0.8616601228713989,,0.11649379879236221,,,,,
,250,,,,,,0.8760465383529663,,0.11330932378768921
,251,,,,,,0.8557615280151367,,0.1168065071105957
,252,,,,,,0.8536970019340515,,0.13071216642856598
,253,,,,,,0.8619321584701538,,0.11952971667051315
,254,,,,,,0.8531842231750488,,0.1268351823091507
50,1274,,,,,0.8607469797134399,,0.12143857777118683,
50,1274,0.856437087059021,,0.11888802796602249,,,,,
51,1299,,0.882831335067749,,0.10070332884788513,,,,
,255,,,,,,0.8794033527374268,,0.10815148055553436
,256,,,,,,0.8583464622497559,,0.11396903544664383
,257,,,,,,0.8620923757553101,,0.12188920378684998
,258,,,,,,0.8540607690811157,,0.11644920706748962
,259,,,,,,0.8579082489013672,,0.12297637015581131
51,1299,,,,,0.8632047772407532,,0.11668705940246582,
51,1299,0.8626905679702759,,0.1160796731710434,,,,,
,260,,,,,,0.8823525905609131,,0.10811102390289307
,261,,,,,,0.8643559813499451,,0.1111130565404892
,262,,,,,,0.8664253950119019,,0.12190056592226028
,263,,,,,,0.8610297441482544,,0.11530940234661102
,264,,,,,,0.853352427482605,,0.12586545944213867
52,1324,,,,,0.8658314347267151,,0.1164599061012268,
52,1324,0.8651179075241089,,0.11287190765142441,,,,,
53,1349,,0.9001691341400146,,0.09330108761787415,,,,
,265,,,,,,0.884239912033081,,0.10558361560106277
,266,,,,,,0.8669499158859253,,0.1084333062171936
,267,,,,,,0.8649156093597412,,0.11893587559461594
,268,,,,,,0.8617093563079834,,0.11252866685390472
,269,,,,,,0.85484778881073,,0.1253531277179718
53,1349,,,,,0.8667430877685547,,0.11416693031787872,
53,1349,0.8694541454315186,,0.11053798347711563,,,,,
,270,,,,,,0.8825445175170898,,0.10650180280208588
,271,,,,,,0.8700841665267944,,0.1076568216085434
,272,,,,,,0.8627560138702393,,0.1232038363814354
,273,,,,,,0.8625657558441162,,0.11493135988712311
,274,,,,,,0.8573166728019714,,0.12363839149475098
54,1374,,,,,0.8673739433288574,,0.11518643796443939,
54,1374,0.8716740608215332,,0.10834698379039764,,,,,
55,1399,,0.8700809478759766,,0.10672038793563843,,,,
,275,,,,,,0.8802299499511719,,0.10363779962062836
,276,,,,,,0.8659071326255798,,0.10857149958610535
,277,,,,,,0.8662804365158081,,0.11685444414615631
,278,,,,,,0.8685085773468018,,0.1097363755106926
,279,,,,,,0.8608165979385376,,0.11723143607378006
55,1399,,,,,0.8686084747314453,,0.11120631545782089,
55,1399,0.8743621110916138,,0.1065221056342125,,,,,
,280,,,,,,0.883133053779602,,0.10510019958019257
,281,,,,,,0.8704093098640442,,0.10534802079200745
,282,,,,,,0.8759428262710571,,0.11371735483407974
,283,,,,,,0.8709255456924438,,0.10884512960910797
,284,,,,,,0.8627954721450806,,0.11487847566604614
56,1424,,,,,0.8729431629180908,,0.10957783460617065,
56,1424,0.8732514381408691,,0.10597274452447891,,,,,
57,1449,,0.8827207088470459,,0.10116732865571976,,,,
,285,,,,,,0.881199836730957,,0.10699725896120071
,286,,,,,,0.8781843185424805,,0.10283961147069931
,287,,,,,,0.8653357028961182,,0.12061677873134613
,288,,,,,,0.8728270530700684,,0.11000649631023407
,289,,,,,,0.8666751384735107,,0.11658494919538498
57,1449,,,,,0.8729517459869385,,0.1114090234041214,
57,1449,0.8768558502197266,,0.10423608124256134,,,,,
,290,,,,,,0.8394367694854736,,0.1395178735256195
,291,,,,,,0.8673869371414185,,0.10781027376651764
,292,,,,,,0.8508793115615845,,0.1247842088341713
,293,,,,,,0.8563876152038574,,0.11201733350753784
,294,,,,,,0.843889057636261,,0.13269449770450592
58,1474,,,,,0.8502483367919922,,0.12336484342813492,
58,1474,0.8764454126358032,,0.1046614721417427,,,,,
59,1499,,0.8728460073471069,,0.10370410233736038,,,,
,295,,,,,,0.8874562978744507,,0.10127127170562744
,296,,,,,,0.8718438148498535,,0.10484620183706284
,297,,,,,,0.8741974830627441,,0.11311087012290955
,298,,,,,,0.8716045618057251,,0.10859347134828568
,299,,,,,,0.8650389313697815,,0.11426031589508057
59,1499,,,,,0.8744336366653442,,0.10841642320156097,
59,1499,0.8672161102294922,,0.11041443794965744,,,,,
,300,,,,,,0.8832368850708008,,0.10386553406715393
,301,,,,,,0.8639649152755737,,0.1086151972413063
,302,,,,,,0.872510552406311,,0.11386153101921082
,303,,,,,,0.8583770990371704,,0.11355368793010712
,304,,,,,,0.8449827432632446,,0.12806178629398346
60,1524,,,,,0.8645017147064209,,0.11359153687953949,
60,1524,0.8790252804756165,,0.10237196087837219,,,,,
61,1549,,0.8703033924102783,,0.108082115650177,,,,
,305,,,,,,0.8846999406814575,,0.09960749745368958
,306,,,,,,0.874213695526123,,0.1039886325597763
,307,,,,,,0.8752386569976807,,0.11135119199752808
,308,,,,,,0.8751317262649536,,0.10461588948965073
,309,,,,,,0.8639534711837769,,0.11414141207933426
61,1549,,,,,0.8747390508651733,,0.10674092918634415,
61,1549,0.8745940923690796,,0.10563977062702179,,,,,
,310,,,,,,0.8883004188537598,,0.09841450303792953
,311,,,,,,0.8782068490982056,,0.10212334990501404
,312,,,,,,0.8791017532348633,,0.10817767679691315
,313,,,,,,0.8755477666854858,,0.10436582565307617
,314,,,,,,0.8746203184127808,,0.10535581409931183
62,1574,,,,,0.8795942068099976,,0.10368742793798447,
62,1574,0.8808095455169678,,0.10084221512079239,,,,,
63,1599,,0.8873395919799805,,0.09845815598964691,,,,
,315,,,,,,0.8904366493225098,,0.09929819405078888
,316,,,,,,0.8797200918197632,,0.101031094789505
,317,,,,,,0.8786286115646362,,0.10889642685651779
,318,,,,,,0.8759662508964539,,0.10377004742622375
,319,,,,,,0.8743817806243896,,0.1080269068479538
63,1599,,,,,0.8803539276123047,,0.10420453548431396,
63,1599,0.8826484680175781,,0.09904316812753677,,,,,
,320,,,,,,0.8926770687103271,,0.09804686903953552
,321,,,,,,0.8827624917030334,,0.09860019385814667
,322,,,,,,0.880151629447937,,0.10865988582372665
,323,,,,,,0.8791191577911377,,0.10176071524620056
,324,,,,,,0.8740026950836182,,0.10936087369918823
64,1624,,,,,0.8820842504501343,,0.10328570753335953,
64,1624,0.8848090767860413,,0.09822383522987366,,,,,
65,1649,,0.883973240852356,,0.09238335490226746,,,,
,325,,,,,,0.8901382684707642,,0.09635285288095474
,326,,,,,,0.8810502290725708,,0.09854478389024734
,327,,,,,,0.8804135918617249,,0.10579559952020645
,328,,,,,,0.8682235479354858,,0.10571131110191345
,329,,,,,,0.8711707592010498,,0.1102447509765625
65,1649,,,,,0.8785791397094727,,0.1033298596739769,
65,1649,0.8868433237075806,,0.09610176831483841,,,,,
,330,,,,,,0.8908648490905762,,0.09622017294168472
,331,,,,,,0.8762457370758057,,0.10032163560390472
,332,,,,,,0.8848192691802979,,0.10520157217979431
,333,,,,,,0.877286434173584,,0.10142284631729126
,334,,,,,,0.8766714334487915,,0.1045372486114502
66,1674,,,,,0.8818948268890381,,0.1015406996011734,
66,1674,0.8860558271408081,,0.09659484773874283,,,,,
67,1699,,0.8600975275039673,,0.10731521248817444,,,,
,335,,,,,,0.8832478523254395,,0.1046907976269722
,336,,,,,,0.8716362714767456,,0.10468517243862152
