,plankton2 x-position,plankton2 y-position,plankton3 x-position,plankton3 y-position,plankton4 x-position,plankton4 y-position,plankton5 x-position,plankton5 y-position,plankton7 x-position,plankton7 y-position,plankton8 x-position,plankton8 y-position,plankton9 x-position,plankton9 y-position,plankton10 x-position,plankton10 y-position,plankton11 x-position,plankton11 y-position,plankton13 x-position,plankton13 y-position,plankton21 x-position,plankton21 y-position,plankton22 x-position,plankton22 y-position,plankton25 x-position,plankton25 y-position,plankton26 x-position,plankton26 y-position,plankton27 x-position,plankton27 y-position,plankton30 x-position,plankton30 y-position,plankton35 x-position,plankton35 y-position,plankton36 x-position,plankton36 y-position,plankton37 x-position,plankton37 y-position,plankton39 x-position,plankton39 y-position,plankton40 x-position,plankton40 y-position,plankton41 x-position,plankton41 y-position,plankton44 x-position,plankton44 y-position,plankton45 x-position,plankton45 y-position,plankton47 x-position,plankton47 y-position,plankton48 x-position,plankton48 y-position,plankton56 x-position,plankton56 y-position
0,51.86363636363637,405.0,124.94915254237289,130.0,147.4,447.04,214.36363636363637,512.5681818181819,242.54,204.46,290.9555555555556,427.02222222222224,297.94736842105266,363.42105263157896,349.43283582089555,423.9850746268657,385.6144578313253,377.5421686746988,471.07142857142856,575.8095238095239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57.611111111111114,409.4166666666667,134.30357142857142,138.96428571428572,147.5,454.14285714285717,217.5,514.0,244.54901960784315,210.37254901960785,293.2637362637363,433.14285714285717,295.02564102564105,364.15384615384613,349.7910447761194,431.4029850746269,398.32530120481925,386.0240963855422,479.2888888888889,579.9111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,67.46153846153847,413.84615384615387,146.8,155.2,146.72,465.44,240.75757575757575,513.4242424242424,248.32,221.68,296.4767441860465,442.6511627906977,288.94736842105266,362.92105263157896,351.258064516129,450.741935483871,424.9382716049383,400.98765432098764,494.7808219178082,589.068493150685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,73.46153846153847,418.84615384615387,149.79545454545453,163.11363636363637,145.42307692307693,468.4230769230769,255.1578947368421,514.0526315789474,249.98275862068965,227.79310344827587,297.21590909090907,445.7386363636364,286.13513513513516,361.05405405405406,351.83076923076925,461.0769230769231,438.43529411764706,409.05882352941177,499.3261252446184,590.805675146771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,78.66666666666667,424.3333333333333,151.36170212765958,170.6595744680851,143.33333333333334,469.06060606060606,268.97435897435895,514.8461538461538,252.09230769230768,233.84615384615384,297.2526315789474,448.6842105263158,283.5128205128205,358.53846153846155,353.1515151515151,471.93939393939394,451.3139534883721,417.48837209302326,503.87142857142857,592.5428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,151.10344827586206,192.10344827586206,141.3448275862069,461.82758620689657,,,259.11290322580646,253.8709677419355,301.3150684931507,459.2191780821918,275.9142857142857,348.42857142857144,352.171875,499.953125,,,,,212.23076923076923,36.41025641025641,306.780487804878,524.390243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,149.4516129032258,197.70967741935485,143.05263157894737,457.8157894736842,,,262.1617647058824,261.02941176470586,304.22222222222223,461.0138888888889,273.4102564102564,345.5128205128205,352.4347826086956,506.9710144927536,,,,,211.53571428571428,48.833333333333336,318.6595744680851,529.1063829787234,118.24324324324324,5.405405405405405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,144.52,206.12,147.0,455.0,,,271.5,277.0,309.36764705882354,461.4852941176471,266.9142857142857,344.42857142857144,350.1617647058824,517.0735294117648,,,,,211.4558823529412,70.05882352941177,338.70212765957444,541.6170212765958,125.2,25.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,142.56666666666666,212.16666666666666,147.88372093023256,456.1162790697674,,,278.43283582089555,284.9850746268657,311.7826086956522,461.05797101449275,263.1666666666667,344.22222222222223,348.36764705882354,519.9705882352941,,,,,212.625,75.671875,,,129.07142857142858,35.30952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,142.15384615384616,219.23076923076923,147.02325581395348,458.2093023255814,,,286.3521126760563,292.59154929577466,313.2903225806452,460.1290322580645,259.3333333333333,344.42424242424244,347.1060606060606,519.7575757575758,,,,,213.484375,76.6875,,,132.83333333333334,43.04761904761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
